Raw Material Name,Category,Sub Category,Unit,HSN Code
Valor Papadi Dana,vegetables,vegetables,kg,-
Masala Guava,vegetables,vegetables,kg,-
Masala Orange,vegetables,vegetables,kg,-
Masala Amla,vegetables,vegetables,kg,-
Masala Ginger,vegetables,vegetables,kg,-
Fresh Mutter Puri (250 Gms)(R),namkeen,repacking,packet,-
Bhajani Chakli Loose Semi FG,food,food,kg,-
Masala Rice Chakri Semi FG,food,food,kg,-
Bajri methi garlic khakhra (200 Gms),namkeen,repacking,packet,-
Cheese Chilly Khakhra (200 Gms),namkeen,repacking,packet,-
Farali Khakhra (200 Gms),namkeen,repacking,packet,-
Ghevar - Desi Ghee,sweet,dryfruit,kg,-
Imarti - Desi Ghee,sweet,dryfruit,kg,-
Kanpuri laddoo (Desi ghee),sweet,dryfruit,kg,-
Mini Button Bhakarwadi (DUPLICATE),namkeen,repacking,kg,-
Cola Crunch,sweet,dryfruit,kg,-
Chocolate Bites Oreo,sweet,dryfruit,kg,-
Chocolate Bites Oc,sweet,dryfruit,piece,-
Chocolate Bites Oola Crunch,sweet,dryfruit,piece,-
Mysore Pak 92 Box (300 Gm),sweet,dryfruit,kg,-
Mysore Pak 13 Box (1.5 Kg),sweet,dryfruit,kg,-
Moti Choor Dana,sweet,dryfruit,kg,-
Moti Choor Dana Refind,sweet,dryfruit,kg,-
Mysore Pak Po Map,sweet,dryfruit,kg,-
Rasgulla (Thali) (DUPLICATE),sweet,dryfruit,piece,-
Coconut Patties,food,food,kg,-
Farali chutney,food,food,kg,-
Farali Chevdo (tikho)(150 Gms),food,food,packet,-
Farali Kaju Vada,food,food,kg,-
Crompton Nidus 48 Size Ceiling Fan,other,other,piece,-
Crompton Hs Plus 1Star 48 Size Ceiling Fan,other,other,piece,-
Singdana Rosted,other,other,piece,-
Miild Steel Chimney Pipe For Pellet Burner,food,food,feet,-
Wood Pellers (6mm),food,food,kg,-
Biomass Pellet,food,food,kg,-
Plastic Fan Small,food,food,piece,-
F C [Shree Anjani Courier],other,other,piece,-
Industrial Packagings MT-007-L (250 Gms),food,food,nos,-
Microfiber Duster 40X60 Heavy,other,other,nos,-
IPA,other,other,litre,-
Shoe Cover Disposabale,other,other,piece,-
Pvc Apron Yellow Full Size,other,other,nos,-
200*400 Mtr Sealing Film Map,other,other,kg,-
Weaverbird Make 10Kva Servo Stabilizer,other,other,piece,-
Nitrogen UHP,other,other,piece,-
Air Curtain Ms Body 900 MM,other,other,piece,-
Air Curtain Megnetic Door Sensor,other,other,piece,-
Grease Proof Paper(5 X 5.7),other,other,nos,-
Grease Proof Paper(7 X 9),other,other,nos,-
CN-55Y-Solvent 600 Ml,other,other,nos,-
Indradhanush Red Colour (1220MM 0.5MM),other,other,kg,-
MFS007-Maxon Stuffing Pro,other,other,kg,-
Mango Candy 150 Gm Bottle,food,food,bottle,-
Mango Candy (150 Gms)(R) (DUPLICATE),food,food,bottle,-
Jelly Chocolate 200 Gm Jar (DUPLICATE),food,food,jar,-
Jelly Sandwich 250 Gms,food,food,piece,-
Jelly Jalebi 250Gms,food,food,packet,-
Halsenut Paste,food,food,kg,-
Weaverbird Make 10Kva Servo Stabilizer (DUPLICATE),other,other,nos,-
Plain Laminated Top Film Roll (Export),food,food,kg,-
Dodha Barfi 250 Gms Gold Foil Cover,food,food,piece,-
Hanuram Sticker 60*40,food,food,piece,-
Cake Box (7*7*4),food,food,piece,-
Bill Roll (70 GSM),food,food,piece,-
Aluminium Foils 115mm Roll,food,food,roll,-
1 Kg Gift Box (3Ply Mithai & Namkeen),food,food,piece,-
Snack Boxes,food,food,piece,-
100 Gms Sweet Boes,food,food,piece,-
Die Charges,food,food,piece,-
VimalFire Corporate (500Gms) Box,food,food,piece,-
Corporate Box Heeru,food,food,piece,-
400/600 Gms DryFruit Box(Red Gold Foil),food,food,piece,-
Dryfruit Partitions(Gold),food,food,piece,-
Namkeen 100Gms PInk Pouch,food,food,piece,-
Namkeen 100Gms Blue Pouch,food,food,piece,-
Namkeen 150Gms Purple Pouch,food,food,piece,-
Namkeen 150Gms Yellow Pouch,food,food,piece,-
Namkeen 100Gms pink Pouch (DUPLICATE),food,food,piece,-
Namkeen 100Gms Blue Pouch (DUPLICATE),food,food,piece,-
Namkeen 100Gms PInk Pouch (DUPLICATE),food,food,piece,-
Namkeen 100Gms Blue Pouch (DUPLICATE),food,food,piece,-
Hanuram Royal Delight Sleeve (15Pc),food,food,piece,-
Chandra Khara (DUPLICATE),other,other,piece,-
Roasted Nutri Diat Mix (200 Gms),namkeen,roasted namkeen,piece,-
DP 310/200 Tray 1 KG,food,food,kg,-
DP Lid 310/200,food,food,kg,-
410X315X130X5PLY,food,food,piece,-
Streo Cost,food,food,piece,-
Non Woven Bags Kgs (M)(12X14),food,food,kg,-
Hinged Box 750ML(Ecowell 11Box),food,food,piece,-
S.S Display Tray (2") with Lid,other,other,piece,-
S.S Khumcha​With​Lid,other,other,kg,-
Vacuum Pump Oil (For​MAP​Machine),other,other,kg,-
AMERICAN MATHO - 01 KG,sweet,dryfruit,kg,-
317X232X160X5PLY,food,food,piece,-
Streo Cost (DUPLICATE),food,food,piece,-
Garbage Bags - Black (30X40),food,food,kg,-
5 Cp Alu-Freshh Bagasse Meal Tray,food,food,piece,-
Corporate (500 Gms) Box,food,food,piece,-
Premium Mithai Purple Cover (2X250 Gms Box),food,food,piece,-
Ac Tray RD 6,other,other,piece,-
Tray T2 Rd Silver,other,other,piece,-
Tray 12*12 Golden,other,other,piece,-
Chocolate Gift 1806,gifting,gifting,packet,-
Chocolate Gift 1801,gifting,gifting,packet,-
Chocolate Gift Rk 1700,gifting,gifting,packet,-
Chocolate Gift 1811,gifting,gifting,packet,-
Chocolate Gift 1817,gifting,gifting,packet,-
Chocolate Gift Rk 304A,gifting,gifting,packet,-
Chocolate Gift Rk 408A,gifting,gifting,packet,-
Chocolate Gift RK 558A,gifting,gifting,packet,-
Chocolate Gift Rk 5588,gifting,gifting,packet,-
Chocolate Gift 1814,gifting,gifting,packet,-
Chocolate Hamper 1893,gifting,gifting,piece,-
Chocolate Hamper 1892,gifting,gifting,piece,-
Chocolate Hamper 304B,gifting,gifting,piece,-
Chocolate Hamper 558B,gifting,gifting,piece,-
Chocolate Hamper KD02,gifting,gifting,piece,-
Chocolate Hamper KD03,gifting,gifting,piece,-
Chocolate Hamper KD04,gifting,gifting,piece,-
Chocolate Hamper 95C01,gifting,gifting,piece,-
Chocolate Hamper 812,gifting,gifting,piece,-
Chocolate Hamper 815,gifting,gifting,piece,-
Chocolate Hamper 1800,gifting,gifting,piece,-
Chocolate Hamper 1864,gifting,gifting,piece,-
Chocolate Hamper 1868,gifting,gifting,piece,-
Chocolate Hamper 1700,gifting,gifting,piece,-
Chocolate Hamper 304C,gifting,gifting,piece,-
Mango Pickle Jar,food,food,kg,-
Gor Keri Pickle Jar,food,food,kg,-
Masala Chanadal (200 GMS),other,other,packet,-
Roasted Peri Peri Peanuts(200 GMS),other,other,packet,-
Gol Maida Mathri (250 Gms) (DUPLICATE),other,other,packet,-
Container With Attached Lead 100Gms Jalebi,food,food,piece,-
Container With Attached Lead 250Gms Jalebi,food,food,piece,-
35 Ml Hinged Katori,food,food,piece,-
70 Ml Hinged Katori,food,food,piece,-
600ml Hinges container,food,food,piece,-
Hanuram Combo Gift Box 1.75Kg,food,food,piece,-
Hanuram Corrugated Box 245MM 5PLY,food,food,box,-
Hanuram Corrugated Box 355MM 5PLY,food,food,box,-
38X38 Paper Cups Brown,food,food,piece,-
32X22 Paper Cups,food,food,piece,-
300ML Platic Container (Black),food,food,piece,-
175ML Platic Container (New Paras),food,food,piece,-
Paper Bag (10X14) Brown,food,food,kg,-
Nonwoven Packging Bag (10X14 W Cut),food,food,piece,-
Jalebi Sleeve 125Gms,food,food,piece,-
Jalebi Sleeve 250Gms,food,food,piece,-
Jalebi Container 100Gms,food,food,piece,-
Mango Candy 150 Gm Bottle (DUPLICATE),food,food,bottle,-
Jelly Chocolate 200 Gm Jar (DUPLICATE),food,food,jar,-
Jelly Saandwich Sugar 250 Gm Jar (DUPLICATE),food,food,jar,-
Jelly Cube Sugar 250 Gm Jar (DUPLICATE),food,food,jar,-
Jelly Jalebi 250 Gm Jar (DUPLICATE),food,food,jar,-
Sweet Suger Bite (200Gms),food,food,jar,-
Soan Papdi (400 Gms) (R) (DUPLICATE),food,food,packet,-
Butter Scotch Gola,food,food,piece,-
Khus Gola,food,food,piece,-
Chocolate Gola,food,food,piece,-
Orange Set,food,food,piece,-
Mango Green Set,food,food,piece,-
Kalakhatta Set,food,food,piece,-
Falsa Set,food,food,piece,-
Strawberry Set,food,food,piece,-
Bubble Gum Set,food,food,piece,-
Chocolate Bites Cola,sweet,dryfruit,kg,-
Dry Fruit Bites (Mewa Bites) 250 Gms Gold Foil Cover,food,food,piece,-
Blueberry Crush (DUPLICATE),nuts seeds and dry fruits,dehydrated dryfruit,kg,-
Door Mat (DUPLICATE),house keeping,housekeeping,piece,-
Chole Masala Water (DUPLICATE),food,food,kg,-
